aqui	here	1000_aqui.mp3
conta	account	1000_conta.mp3
Saúde	health	1000_saúde.mp3
projecto	project	1000_projecto.mp3
problema	problem	1000_problema.mp3
período	period	1000_período.mp3
conhecer	to meet	1000_conhecer.mp3
necessário	necessary	1000_necessário.mp3
usar	to use	1000_usar.mp3
apoio	support	1000_apoio.mp3
principal	main	1000_principal.mp3
precisar	to need	1000_precisar.mp3
seguir	to follow	1000_seguir.mp3
acesso	access	1000_acesso.mp3
equipa	team	1000_equipa.mp3
criança	child	1000_criança.mp3
disponível	available	1000_disponível.mp3
exemplo	example	1000_exemplo.mp3
cliente	customer	1000_cliente.mp3
longo	long	1000_longo.mp3
decisão	decision	1000_decisão.mp3
trabalhar	to work	1000_trabalhar.mp3
coisa	thing	1000_coisa.mp3
manter	to maintain	1000_manter.mp3
projeto	project	1000_projeto.mp3
desenvolver	to develop	1000_desenvolver.mp3
lado	side	1000_lado.mp3
população	population	1000_população.mp3
passado	past	1000_passado.mp3
tipo	type	1000_tipo.mp3
condição	condition	1000_condição.mp3
ação	action	1000_ação.mp3
tanto	so much	1000_tanto.mp3
solução	solution	1000_solução.mp3
presente	present	1000_presente.mp3
desenvolvimento	development	1000_desenvolvimento.mp3
incluir	to include	1000_incluir.mp3
alto	high	1000_alto.mp3
mulher	woman	1000_mulher.mp3
voltar	to come back	1000_voltar.mp3
garantir	to guarantee	1000_garantir.mp3
necessidade	need	1000_necessidade.mp3
obra	work	1000_obra.mp3
estudo	study	1000_estudo.mp3
segurança	safety	1000_segurança.mp3
ajudar	to help	1000_ajudar.mp3
tal	such	1000_tal.mp3
jovem	young	1000_jovem.mp3
você	you	1000_você.mp3
município	county	1000_município.mp3
início	beginning	1000_início.mp3
homem	man	1000_homem.mp3
abrir	to open	1000_abrir.mp3
qualidade	quality	1000_qualidade.mp3
questão	question	1000_questão.mp3
enquanto	while	1000_enquanto.mp3
euro	euro	1000_euro.mp3
então	then	1000_então.mp3
actividade	activity	1000_actividade.mp3
viver	to live	1000_viver.mp3
história	history	1000_história.mp3
formação	formation	1000_formação.mp3
aluno	student	1000_aluno.mp3
vários	several	1000_vários.mp3
ideia	idea	1000_ideia.mp3
risco	risk	1000_risco.mp3
mostrar	to show	1000_mostrar.mp3
escola	school	1000_escola.mp3
entrar	enter	1000_entrar.mp3
pensar	to think	1000_pensar.mp3
recurso	resource	1000_recurso.mp3
total	total	1000_total.mp3
quatro	four	1000_quatro.mp3
gestão	management	1000_gestão.mp3
colocar	to put	1000_colocar.mp3
site	site	1000_site.mp3
político	political	1000_político.mp3
doença	disease	1000_doença.mp3
nunca	never	1000_nunca.mp3
internacional	international	1000_internacional.mp3
nome	name	1000_nome.mp3
água	water	1000_água.mp3
morte	death	1000_morte.mp3
explicar	to explain	1000_explicar.mp3
quanto	how much	1000_quanto.mp3
técnico	technical	1000_técnico.mp3
isto	this	1000_isto.mp3
responsável	responsible	1000_responsável.mp3
base	base	1000_base.mp3
utilização	use	1000_utilização.mp3
Porto	Porto	1000_Porto.mp3
instituição	institution	1000_instituição.mp3
tão	so	1000_tão.mp3
artigo	article	1000_artigo.mp3
atividade	activity	1000_atividade.mp3
confirmar	to confirm	1000_confirmar.mp3
pois	because	1000_pois.mp3
tomar	to take	1000_tomar.mp3
negócio	business	1000_negócio.mp3
Rio	Rio	1000_Rio.mp3
experiência	experience	1000_experiência.mp3
único	unique	1000_único.mp3
quase	almost	1000_quase.mp3
função	function	1000_função.mp3
entanto	however	1000_entanto.mp3
gente	people	1000_gente.mp3
acabar	to finish	1000_acabar.mp3
informar	to inform	1000_informar.mp3
produção	production	1000_produção.mp3
conjunto	set	1000_conjunto.mp3
zona	zone	1000_zona.mp3
ocorrer	to occur	1000_ocorrer.mp3
apesar	despite	1000_apesar.mp3
várias	several	1000_várias.mp3
iniciativa	initiative	1000_iniciativa.mp3
aumentar	to increase	1000_aumentar.mp3
unidade	unity	1000_unidade.mp3
futuro	future	1000_futuro.mp3
pretender	intend	1000_pretender.mp3
objectivo	aim	1000_objectivo.mp3
organização	organization	1000_organização.mp3
utilizador	user	1000_utilizador.mp3
brasileiro	Brazilian	1000_brasileiro.mp3
novembro	November	1000_novembro.mp3
preço	price	1000_preço.mp3
referir	to refer	1000_referir.mp3
pedir	ask	1000_pedir.mp3
junto	together	1000_junto.mp3
tentar	to try	1000_tentar.mp3
dentro	inside	1000_dentro.mp3
diferente	different	1000_diferente.mp3
aquele	that	1000_aquele.mp3
proposta	proposal	1000_proposta.mp3
nada	nothing	1000_nada.mp3
divulgar	to spread	1000_divulgar.mp3
médico	doctor	1000_médico.mp3
evento	event	1000_evento.mp3
cinco	five	1000_cinco.mp3
uma	one	1000_uma.mp3
perder	to lose	1000_perder.mp3
parecer	to seem	1000_parecer.mp3
efeito	effect	1000_efeito.mp3
sentido	sense	1000_sentido.mp3
sair	to exit	1000_sair.mp3
livro	book	1000_livro.mp3
investigação	investigation	1000_investigação.mp3
imagem	image	1000_imagem.mp3
João	John	1000_João.mp3
devido	due	1000_devido.mp3
equipe	team	1000_equipe.mp3
esperar	to wait	1000_esperar.mp3
financeiro	financial	1000_financeiro.mp3
centro	center	1000_centro.mp3
plano	plan	1000_plano.mp3
causa	cause	1000_causa.mp3
resposta	answer	1000_resposta.mp3
modo	mode	1000_modo.mp3
aumento	increase	1000_aumento.mp3
tornar	to become	1000_tornar.mp3
anterior	previous	1000_anterior.mp3
fase	phase	1000_fase.mp3
publicar	to publish	1000_publicar.mp3
capacidade	capacity	1000_capacidade.mp3
prazo	deadline	1000_prazo.mp3
equipamento	equipment	1000_equipamento.mp3
nenhum	none	1000_nenhum.mp3
procurar	look for	1000_procurar.mp3
participar	to participate	1000_participar.mp3
obter	to get	1000_obter.mp3
representar	to represent	1000_representar.mp3
oportunidade	opportunity	1000_oportunidade.mp3
ganhar	to win	1000_ganhar.mp3
modelo	model	1000_modelo.mp3
especial	special	1000_especial.mp3
anunciar	to announce	1000_anunciar.mp3
março	March	1000_março.mp3
política	politics	1000_política.mp3
edição	edition	1000_edição.mp3
facto	fact	1000_facto.mp3
documento	document	1000_documento.mp3
outubro	October	1000_outubro.mp3
marca	brand	1000_marca.mp3
taxa	rate	1000_taxa.mp3
venda	sale	1000_venda.mp3
pessoal	personal	1000_pessoal.mp3
tema	theme	1000_tema.mp3
entidade	entity	1000_entidade.mp3
prever	to predict	1000_prever.mp3
objetivo	objective	1000_objetivo.mp3
pagar	to pay	1000_pagar.mp3
investimento	investment	1000_investimento.mp3
ministro	minister	1000_ministro.mp3
linha	line	1000_linha.mp3
alteração	alteration	1000_alteração.mp3
atingir	to reach	1000_atingir.mp3
frente	front	1000_frente.mp3
junho	June	1000_junho.mp3
lei	law	1000_lei.mp3
filho	son	1000_filho.mp3
economia	economy	1000_economia.mp3
aplicação	application	1000_aplicação.mp3
pagamento	payment	1000_pagamento.mp3
crise	crisis	1000_crise.mp3
conhecimento	knowledge	1000_conhecimento.mp3
noite	night	1000_noite.mp3
Europa	Europe	1000_Europa.mp3
registrar	to register	1000_registrar.mp3
fora	outside	1000_fora.mp3
geral	general	1000_geral.mp3
data	date	1000_data.mp3
curso	course	1000_curso.mp3
José	Joseph	1000_José.mp3
decorrer	to elapse	1000_decorrer.mp3
evitar	to avoid	1000_evitar.mp3
vítima	victim	1000_vítima.mp3
pedido	order	1000_pedido.mp3
comunicação	communication	1000_comunicação.mp3
sociedade	society	1000_sociedade.mp3
prática	practice	1000_prática.mp3
setembro	September	1000_setembro.mp3
uso	use	1000_uso.mp3
professor	teacher	1000_professor.mp3
promover	to promote	1000_promover.mp3
membro	member	1000_membro.mp3
domingo	Sunday	1000_domingo.mp3
marcar	to mark	1000_marcar.mp3
indicar	to indicate	1000_indicar.mp3
tratar	treat	1000_tratar.mp3
capital	capital	1000_capital.mp3
achar	to find	1000_achar.mp3
concelho	county	1000_concelho.mp3
clube	club	1000_clube.mp3
antigo	old	1000_antigo.mp3
económico	economic	1000_económico.mp3
integrar	integrate	1000_integrar.mp3
campanha	campaign	1000_campanha.mp3
forte	strong	1000_forte.mp3
pai	father	1000_pai.mp3
cujo	whose	1000_cujo.mp3
prova	test	1000_prova.mp3
abril	April	1000_abril.mp3
destacar	to highlight	1000_destacar.mp3
chamar	to call	1000_chamar.mp3
sessão	session	1000_sessão.mp3
conteúdo	content	1000_conteúdo.mp3
europeu	European	1000_europeu.mp3
comunidade	community	1000_comunidade.mp3
custo	cost	1000_custo.mp3
elemento	element	1000_elemento.mp3
jogador	player	1000_jogador.mp3
determinar	to determine	1000_determinar.mp3
contrato	contract	1000_contrato.mp3
papel	paper	1000_papel.mp3
lá	there	1000_lá.mp3
candidato	candidate	1000_candidato.mp3
sábado	Saturday	1000_sábado.mp3
acção	action	1000_acção.mp3
paciente	patient	1000_paciente.mp3
positivo	positive	1000_positivo.mp3
maio	May	1000_maio.mp3
interesse	interest	1000_interesse.mp3
oferecer	to offer	1000_oferecer.mp3
operação	operation	1000_operação.mp3
ambiente	environment	1000_ambiente.mp3
participação	participation	1000_participação.mp3
dezembro	December	1000_dezembro.mp3
construção	construction	1000_construção.mp3
decidir	to decide	1000_decidir.mp3
veículo	vehicle	1000_veículo.mp3
julho	July	1000_julho.mp3
diversos	miscellaneous	1000_diversos.mp3
ensino	teaching	1000_ensino.mp3
acompanhar	to accompany	1000_acompanhar.mp3
intervenção	intervention	1000_intervenção.mp3
mão	hand	1000_mão.mp3
energia	energy	1000_energia.mp3
razão	reason	1000_razão.mp3
presença	presence	1000_presença.mp3
maioria	majority	1000_maioria.mp3
sentir	to feel	1000_sentir.mp3
trabalhador	worker	1000_trabalhador.mp3
revelar	to reveal	1000_revelar.mp3
humano	human	1000_humano.mp3
século	century	1000_século.mp3
âmbito	scope	1000_âmbito.mp3
prefeito	mayor	1000_prefeito.mp3
fundo	background	1000_fundo.mp3
possibilidade	possibility	1000_possibilidade.mp3
reduzir	to reduce	1000_reduzir.mp3
dinheiro	money	1000_dinheiro.mp3
página	page	1000_página.mp3
janeiro	January	1000_janeiro.mp3
teste	test	1000_teste.mp3
tarde	afternoon	1000_tarde.mp3
terceiro	third	1000_terceiro.mp3
acreditar	believe	1000_acreditar.mp3
aprovar	to approve	1000_aprovar.mp3
claro	of course	1000_claro.mp3
certo	right	1000_certo.mp3
iniciar	to start	1000_iniciar.mp3
tratamento	treatment	1000_tratamento.mp3
volta	return	1000_volta.mp3
surgir	to emerge	1000_surgir.mp3
responder	to answer	1000_responder.mp3
sob	under	1000_sob.mp3
seis	six	1000_seis.mp3
gostar	to like	1000_gostar.mp3
força	force	1000_força.mp3
crescimento	growth	1000_crescimento.mp3
série	series	1000_série.mp3
análise	analysis	1000_análise.mp3
mudar	to change	1000_mudar.mp3
amigo	friend	1000_amigo.mp3
texto	text	1000_texto.mp3
rua	road	1000_rua.mp3
palavra	word	1000_palavra.mp3
reunião	meeting	1000_reunião.mp3
definir	to define	1000_definir.mp3
altura	height	1000_altura.mp3
contribuir	to contribute	1000_contribuir.mp3
caminho	way	1000_caminho.mp3
minuto	minute	1000_minuto.mp3
opção	option	1000_opção.mp3
Câmara	Chamber	1000_Câmara.mp3
crime	crime	1000_crime.mp3
mudança	change	1000_mudança.mp3
difícil	difficult	1000_difícil.mp3
defender	to defend	1000_defender.mp3
lançar	to throw	1000_lançar.mp3
criação	creation	1000_criação.mp3
dificuldade	difficulty	1000_dificuldade.mp3
enviar	send	1000_enviar.mp3
embora	although	1000_embora.mp3
eleição	election	1000_eleição.mp3
baixo	low	1000_baixo.mp3
sector	sector	1000_sector.mp3
regra	rule	1000_regra.mp3
importância	importance	1000_importância.mp3
constituir	to constitute	1000_constituir.mp3
natural	natural	1000_natural.mp3
entrada	entry	1000_entrada.mp3
funcionar	to work	1000_funcionar.mp3
mensagem	message	1000_mensagem.mp3
produzir	to produce	1000_produzir.mp3
identificar	to identify	1000_identificar.mp3
época	season	1000_época.mp3
seguinte	following	1000_seguinte.mp3
tecnologia	technology	1000_tecnologia.mp3
Deus	God	1000_Deus.mp3
corpo	body	1000_corpo.mp3
algo	something	1000_algo.mp3
sucesso	success	1000_sucesso.mp3
hospital	hospital	1000_hospital.mp3
desafio	challenge	1000_desafio.mp3
apontar	to point out	1000_apontar.mp3
associação	association	1000_associação.mp3
envolver	to involve	1000_envolver.mp3
setor	sector	1000_setor.mp3
atendimento	attendance	1000_atendimento.mp3
apoiar	to support	1000_apoiar.mp3
autoridade	authority	1000_autoridade.mp3
realidade	reality	1000_realidade.mp3
trazer	to bring	1000_trazer.mp3
fechar	to close	1000_fechar.mp3
encontro	meeting	1000_encontro.mp3
preciso	accurate	1000_preciso.mp3
Maria	Mary	1000_Maria.mp3
falta	lack	1000_falta.mp3
sofrer	to suffer	1000_sofrer.mp3
assumir	to assume	1000_assumir.mp3
policial	the police	1000_policial.mp3
transporte	transport	1000_transporte.mp3
escolher	to choose	1000_escolher.mp3
elevar	to raise	1000_elevar.mp3
campo	field	1000_campo.mp3
fonte	source	1000_fonte.mp3
organizar	to organize	1000_organizar.mp3
avaliação	evaluation	1000_avaliação.mp3
logo	soon	1000_logo.mp3
cumprir	to fulfill	1000_cumprir.mp3
escrever	to write	1000_escrever.mp3
vista	view	1000_vista.mp3
porta	door	1000_porta.mp3
partido	party	1000_partido.mp3
instalação	installation	1000_instalação.mp3
crescer	to grow up	1000_crescer.mp3
referência	reference	1000_referência.mp3
estratégia	strategy	1000_estratégia.mp3
entregar	to deliver	1000_entregar.mp3
título	title	1000_título.mp3
registar	to register	1000_registar.mp3
termo	term	1000_termo.mp3
visita	visit	1000_visita.mp3
nota	note	1000_nota.mp3
responsabilidade	responsibility	1000_responsabilidade.mp3
aplicar	to apply	1000_aplicar.mp3
estrutura	structure	1000_estrutura.mp3
comercial	commercial	1000_comercial.mp3
contexto	context	1000_contexto.mp3
prémio	prize	1000_prémio.mp3
disponibilizar	make available	1000_disponibilizar.mp3
vídeo	video	1000_vídeo.mp3
apresentação	presentation	1000_apresentação.mp3
deputado	deputy	1000_deputado.mp3
sim	yes	1000_sim.mp3
oficial	official	1000_oficial.mp3
morrer	to die	1000_morrer.mp3
verdade	truth	1000_verdade.mp3
servir	to serve	1000_servir.mp3
atenção	attention	1000_atenção.mp3
fácil	easy	1000_fácil.mp3
simples	simple	1000_simples.mp3
voto	vote	1000_voto.mp3
diferentes	different	1000_diferentes.mp3
material	material	1000_material.mp3
Santa	Saint	1000_Santa.mp3
edifício	building	1000_edifício.mp3
território	territory	1000_território.mp3
música	music	1000_música.mp3
terminar	to finish	1000_terminar.mp3
estudante	student	1000_estudante.mp3
compra	purchase	1000_compra.mp3
entender	to understand	1000_entender.mp3
prefeitura	prefecture	1000_prefeitura.mp3
viagem	travel	1000_viagem.mp3
vírus	virus	1000_vírus.mp3
fundamental	fundamental	1000_fundamental.mp3
particular	private	1000_particular.mp3
estabelecer	to establish	1000_estabelecer.mp3
privado	private	1000_privado.mp3
Coimbra	Coimbra	1000_Coimbra.mp3
atual	current	1000_atual.mp3
Silva	Silva	1000_Silva.mp3
bastante	enough	1000_bastante.mp3
emprego	job	1000_emprego.mp3
ligar	to call	1000_ligar.mp3
cidadão	citizen	1000_cidadão.mp3
registo	registration	1000_registo.mp3
municipal	municipal	1000_municipal.mp3
plataforma	platform	1000_plataforma.mp3
impacto	impact	1000_impacto.mp3
interior	interior	1000_interior.mp3
gerar	to generate	1000_gerar.mp3
Santos	Santos	1000_Santos.mp3
cuidado	caution	1000_cuidado.mp3
oferta	offer	1000_oferta.mp3
médio	medium	1000_médio.mp3
preparar	to prepare	1000_preparar.mp3
essencial	essential	1000_essencial.mp3
contacto	contact	1000_contacto.mp3
posição	position	1000_posição.mp3
carro	car	1000_carro.mp3
reconhecer	to recognize	1000_reconhecer.mp3
movimento	movement	1000_movimento.mp3
ouvir	to hear	1000_ouvir.mp3
educação	education	1000_educação.mp3
global	global	1000_global.mp3
redução	reduction	1000_redução.mp3
olhar	to look	1000_olhar.mp3
dúvida	doubt	1000_dúvida.mp3
seguro	safe	1000_seguro.mp3
comum	common	1000_comum.mp3
vencer	to win	1000_vencer.mp3
idade	age	1000_idade.mp3
isolamento	isolation	1000_isolamento.mp3
cultura	culture	1000_cultura.mp3
possuir	to possess	1000_possuir.mp3
militar	military	1000_militar.mp3
parceria	partnership	1000_parceria.mp3
agosto	August	1000_agosto.mp3
Pedro	Peter	1000_Pedro.mp3
banco	bank	1000_banco.mp3
pesquisa	research	1000_pesquisa.mp3
órgão	organ	1000_órgão.mp3
causar	to cause	1000_causar.mp3
fevereiro	February	1000_fevereiro.mp3
manhã	morning	1000_manhã.mp3
reforçar	to reinforce	1000_reforçar.mp3
ligação	link	1000_ligação.mp3
líder	leader	1000_líder.mp3
lembrar	to remember	1000_lembrar.mp3
prestar	give	1000_prestar.mp3
exposição	exhibition	1000_exposição.mp3
ninguém	nobody	1000_ninguém.mp3
consumo	consumption	1000_consumo.mp3
avaliar	to evaluate	1000_avaliar.mp3
científico	scientific	1000_científico.mp3
rápido	fast	1000_rápido.mp3
lista	list	1000_lista.mp3
estrangeiro	foreign	1000_estrangeiro.mp3
bairro	neighborhood	1000_bairro.mp3
cair	to fall	1000_cair.mp3
sobretudo	above all	1000_sobretudo.mp3
histórico	historical	1000_histórico.mp3
terra	land	1000_terra.mp3
controlo	control	1000_controlo.mp3
ontem	yesterday	1000_ontem.mp3
futebol	football	1000_futebol.mp3
digital	digital	1000_digital.mp3
real	real	1000_real.mp3
cargo	office	1000_cargo.mp3
melhorar	to improve	1000_melhorar.mp3
atender	to answer	1000_atender.mp3
avançar	to advance	1000_avançar.mp3
defesa	defence	1000_defesa.mp3
específico	specific	1000_específico.mp3
físico	physical	1000_físico.mp3
mãe	mother	1000_mãe.mp3
suspeito	suspect	1000_suspeito.mp3
acrescentar	add	1000_acrescentar.mp3
recente	recent	1000_recente.mp3
realização	realization	1000_realização.mp3
porém	but	1000_porém.mp3
termos	terms	1000_termos.mp3
origem	origin	1000_origem.mp3
cultural	cultural	1000_cultural.mp3
fato	fact	1000_fato.mp3
governador	governor	1000_governador.mp3
respeito	respect	1000_respeito.mp3
contudo	however	1000_contudo.mp3
analisar	to analyze	1000_analisar.mp3
autor	author	1000_autor.mp3
familiar	familiar	1000_familiar.mp3
arte	art	1000_arte.mp3
exigir	to require	1000_exigir.mp3
leitura	reading	1000_leitura.mp3
face	face	1000_face.mp3
regime	regime	1000_regime.mp3
maneira	manner	1000_maneira.mp3
princípio	principle	1000_princípio.mp3
ordem	order	1000_ordem.mp3
Carlos	Carlos	1000_Carlos.mp3
entrevista	interview	1000_entrevista.mp3
construir	build	1000_construir.mp3
assegurar	to ensure	1000_assegurar.mp3
filme	movie	1000_filme.mp3
quarto	bedroom	1000_quarto.mp3
vitória	victory	1000_vitória.mp3
jogar	to play	1000_jogar.mp3
versão	version	1000_versão.mp3
nomeadamente	namely	1000_nomeadamente.mp3
igualmente	equally	1000_igualmente.mp3
aparecer	to appear	1000_aparecer.mp3
parceiro	partner	1000_parceiro.mp3
comprar	to buy	1000_comprar.mp3
cor	color	1000_cor.mp3
concluir	to conclude	1000_concluir.mp3
concurso	competition	1000_concurso.mp3
partida	departure	1000_partida.mp3
bilhão	billion	1000_bilhão.mp3
via	way	1000_via.mp3
competência	competence	1000_competência.mp3
acima	above	1000_acima.mp3
animal	animal	1000_animal.mp3
grave	serious	1000_grave.mp3
crédito	credit	1000_crédito.mp3
ao	to	1000_ao.mp3
secretário	secretary	1000_secretário.mp3
quadro	painting	1000_quadro.mp3
vender	to sell	1000_vender.mp3
perceber	to notice	1000_perceber.mp3
exercício	exercise	1000_exercício.mp3
diverso	diverse	1000_diverso.mp3
livre	free	1000_livre.mp3
procedimento	procedure	1000_procedimento.mp3
notícia	news	1000_notícia.mp3
federal	federal	1000_federal.mp3
especialista	specialist	1000_especialista.mp3
dedicar	to dedicate	1000_dedicar.mp3
atuar	to act	1000_atuar.mp3
assunto	subject	1000_assunto.mp3
António	Antonio	1000_António.mp3
vacina	vaccine	1000_vacina.mp3
queda	a fall	1000_queda.mp3
dimensão	dimension	1000_dimensão.mp3
ciclo	cycle	1000_ciclo.mp3
online	online	1000_online.mp3
freguesia	parish	1000_freguesia.mp3
andar	to walk	1000_andar.mp3
participante	participant	1000_participante.mp3
relacionar	to relate	1000_relacionar.mp3
funcionamento	functioning	1000_funcionamento.mp3
doente	sick	1000_doente.mp3
funcionário	employee	1000_funcionário.mp3
administração	administration	1000_administração.mp3
ferramenta	tool	1000_ferramenta.mp3
sala	living room	1000_sala.mp3
espécie	species	1000_espécie.mp3
ajuda	help	1000_ajuda.mp3
esforço	effort	1000_esforço.mp3
resolver	to solve	1000_resolver.mp3
receita	recipe	1000_receita.mp3
passo	step	1000_passo.mp3
povo	people	1000_povo.mp3
percurso	route	1000_percurso.mp3
time	a team	1000_time.mp3
agência	agency	1000_agência.mp3
Costa	coast	1000_Costa.mp3
candidatura	candidacy	1000_candidatura.mp3
capaz	capable	1000_capaz.mp3
correr	to run	1000_correr.mp3
contrário	contrary	1000_contrário.mp3
agente	agent	1000_agente.mp3
relatório	report	1000_relatório.mp3
significar	to mean	1000_significar.mp3
ler	to read	1000_ler.mp3
combate	combat	1000_combate.mp3
Luís	Luis	1000_Luís.mp3
polícia	police	1000_polícia.mp3
aí	there	1000_aí.mp3
mundial	worldwide	1000_mundial.mp3
sinal	signal	1000_sinal.mp3
visitar	to visit	1000_visitar.mp3
conforme	according	1000_conforme.mp3
evolução	evolution	1000_evolução.mp3
perto	close	1000_perto.mp3
excelente	excellent	1000_excelente.mp3
sete	seven	1000_sete.mp3
máscara	mask	1000_máscara.mp3
nascer	born	1000_nascer.mp3
declaração	declaration	1000_declaração.mp3
destinar	to destine	1000_destinar.mp3
câmara	chamber	1000_câmara.mp3
enfrentar	to face	1000_enfrentar.mp3
ocupar	to occupy	1000_ocupar.mp3
estadual	state	1000_estadual.mp3
reunir	to gather	1000_reunir.mp3
formar	to form	1000_formar.mp3
dez	ten	1000_dez.mp3
